Year,Make,Model,Type,Seats,Doors
2008,Toyota,YARIS,1.3 L  MID Sedan,5,4
2008,Toyota,YARIS,1.3 L  TOP Hatchback,5,5
2008,Toyota,YARIS,1.3 L  TOP Sedan,5,4
2008,Toyota,YARIS,1.3 L MANUAL BASE Hatchback,5,5
2008,Toyota,YARIS,1.3 L MANUAL BASE Sedan,5,4
2008,Toyota,YARIS,1.3 L MANUAL FLEET Sedan,5,4
2008,Toyota,YARIS,1.3 L MANUAL MID Hatchback,5,5
2008,Toyota,YARIS,1.3 L MANUAL MID Sedan,5,4
2008,Toyota,YARIS,1.3 L MANUAL TOP Sedan,5,4
2008,Toyota,YARIS,1.5 L  BASE Sedan,5,4
2008,Toyota,YARIS,1.5 L  FLEET Sedan,5,4
2008,Toyota,YARIS,1.5 L  MID Sedan,5,4
2008,Toyota,YARIS,1.5 L  TOP Sedan,5,4
2008,Toyota,YARIS,1.5 L MANUAL BASE Sedan,5,4
2008,Toyota,YARIS,1.5 L MANUAL FLEET Sedan,5,4
2008,Toyota,YARIS,1.5 L MANUAL MID Sedan,5,4
2008,Toyota,YARIS,1.5 L MANUAL TOP Sedan,5,4
2008,Volkswagen,BEETLE,2.0 L  STD Convertible,4,2
2008,Volkswagen,BEETLE,2.0 L  STD Hatchback,4,3
2008,Volkswagen,EOS,2.0 L DSG LEATHER Coupe/Cabriolet,4,2
2008,Volkswagen,EOS,2.0 L DSG STD Coupe/Cabriolet,4,2
2008,Volkswagen,EOS,3.2 L DSG STD Coupe/Cabriolet,4,2
2008,Volkswagen,GOLF,1.6 L  COMFORTLINE Hatchback,5,5
2008,Volkswagen,GOLF,1.6 L MANUAL COMFORTLINE Hatchback,5,5
2008,Volkswagen,GOLF,2.0 L  TRENDLINE Hatchback,5,5
2008,Volkswagen,GOLF,2.0 L DSG GTI  FABRIC Hatchback,5,5
2008,Volkswagen,GOLF,2.0 L DSG GTI Hatchback,5,5
2008,Volkswagen,GOLF,3.2 L DSG R32 Hatchback,5,5
2008,Volkswagen,GOLF PLUS,1.6 L  TRENDLINE Hatchback,5,5
2008,Volkswagen,GOLF PLUS,2.0 L  TRENDLINE Hatchback,5,5
2008,Volkswagen,JETTA,1.6 L  COMFORTLINE Sedan,5,4
2008,Volkswagen,JETTA,1.6 L  SPORTSLINE Sedan,5,4
2008,Volkswagen,JETTA,1.6 L  TRENDLINE Sedan,5,4
2008,Volkswagen,JETTA,2.0 L  STD Sedan,5,4
2008,Volkswagen,JETTA,2.5 L  COMFORTLINE Sedan,5,4
2008,Volkswagen,JETTA,2.5 L  SPORTSLINE Sedan,5,4
2008,Volkswagen,JETTA,2.5 L  TRENDLINE Sedan,5,4
2008,Volkswagen,PASSAT,1.8 L  CC Sedan,5,4
2008,Volkswagen,PASSAT,1.8 L  HIGHLINE Sedan,5,4
2008,Volkswagen,PASSAT,1.8 L  TRENDLINE Sedan,5,4
2008,Volkswagen,PASSAT,2.0 L  CC Sedan,5,4
2008,Volkswagen,PASSAT,2.0 L  COMFORTLINE Sedan,5,4
2008,Volkswagen,PASSAT,2.0 L  HIGHLINE Sedan,5,4
2008,Volkswagen,PASSAT,2.0 L  SPORTSLINE Sedan,5,4
2008,Volkswagen,PASSAT,2.0 L  TRENDLINE Sedan,5,4
2008,Volkswagen,PASSAT,3.2 L  STD Sedan,5,4
2008,Volkswagen,PASSAT,3.2 L DSG CC Sedan,5,4
2008,Volkswagen,PASSAT,3.2 L DSG HIGHLINE Sedan,5,4
2008,Volkswagen,PASSAT,3.6 L DSG R36 Sedan,5,4
2008,Volkswagen,PHAETON,3.2 L  STD Sedan,5,4
2008,Volkswagen,PHAETON,4.2 L  STD Sedan,5,4
2008,Volkswagen,PHAETON,6.0 L  W12 Sedan,5,4
2008,Volkswagen,POLO,1.4 L  COMFORTLINE Hatchback,5,5
2008,Volkswagen,POLO,1.4 L  SPORTSLINE Hatchback,5,5
2008,Volkswagen,POLO,1.4 L  TRENDLINE Hatchback,5,5
2008,Volkswagen,POLO,1.4 L MANUAL COMFORTLINE Hatchback,5,5
2008,Volkswagen,POLO,1.4 L MANUAL SPORTSLINE Hatchback,5,5
2008,Volkswagen,POLO,1.4 L MANUAL TRENDLINE Hatchback,5,5
2008,Volkswagen,TOUAREG,3.6 L  STD SUV,5,5
2008,Volkswagen,TOUAREG,3.6 L TIPTRONIC P2 SUV,5,5
2008,Volkswagen,TOUAREG,4.2 L  STD SUV,5,5
2008,Volkswagen,TOUAREG,4.2 L TIPTRONIC R-LINE SUV,5,5
2008,Volkswagen,TRANSPORTER,2.0 L MANUAL STD Panel Van,3,4
2008,Volkswagen,TRANSPORTER,3.2 L  STD Panel Van,3,4
2008,Volvo,C30,2.4 L  COMFORT Hatchback,4,3
2008,Volvo,C30,2.4 L  PREMIUM Hatchback,4,3
2008,Volvo,C30,2.4 L  PRESTIGE Hatchback,4,3
2008,Volvo,C30,2.5 L  PRESTIGE Hatchback,4,3
2008,Volvo,C70,2.4 L GEARTRONIC PREMIUM Coupe/Cabriolet,4,2
2008,Volvo,C70,2.4 L GEARTRONIC PRESTIGE Coupe/Cabriolet,4,2
2008,Volvo,C70,2.5 L GEARTRONIC PRESTIGE Coupe/Cabriolet,4,2
2008,Volvo,S40,2.4 L  COMFORT Sedan,5,4
2008,Volvo,S40,2.4 L  S DESIGN Sedan,5,4
2008,Volvo,S40,2.4 L GEARTRONIC COMFORT Sedan,5,4
2008,Volvo,S40,2.4 L GEARTRONIC PREMIUM Sedan,5,4
2008,Volvo,S40,2.4 L GEARTRONIC PRESTIGE Sedan,5,4
2008,Volvo,S40,2.5 L  SPORT Sedan,5,4
2008,Volvo,S40,2.5 L GEARTRONIC PREMIUM Sedan,5,4
2008,Volvo,S40,2.5 L GEARTRONIC PRESTIGE Sedan,5,4
2008,Volvo,S40,2.5 L GEARTRONIC SPORTS Sedan,5,4
2008,Volvo,S60,2.5 L GEARTRONIC COMFORT SE Sedan,5,4
2008,Volvo,S60,2.5 L GEARTRONIC PREMIUM Sedan,5,4
2008,Volvo,S80,2.5 L GEARTRONIC CLASSIC Sedan,5,4
2008,Volvo,S80,2.5 L GEARTRONIC COMFORT SE Sedan,5,4
2008,Volvo,S80,2.5 L GEARTRONIC COMFORT Sedan,5,4
2008,Volvo,S80,2.5 L GEARTRONIC PREMIUM Sedan,5,4
2008,Volvo,S80,3.0 L  R DESIGN Sedan,5,4
2008,Volvo,S80,3.2 L GEARTRONIC PREMIUM + RTI/VENT STS Sedan,5,4
2008,Volvo,S80,3.2 L GEARTRONIC PREMIUM Sedan,5,4
2008,Volvo,S80,3.2 L GEARTRONIC PRESTIGE Sedan,5,4
2008,Volvo,S80,4.4 L GEARTRONIC EXECUTIVE SE Sedan,5,4
2008,Volvo,S80,4.4 L GEARTRONIC PREMIUM Sedan,5,4
2008,Volvo,S80,4.4 L GEARTRONIC PRESTIGE Sedan,5,4
2008,Volvo,V70,3.2 L GEARTRONIC COMFORT Estate,5,5
2008,Volvo,V70,3.2 L GEARTRONIC PREMIUM Estate,5,5
2008,Volvo,XC70,3.2 L GEARTRONIC COMFORT Estate,5,5
2008,Volvo,XC70,3.2 L GEARTRONIC PREMIUM Estate,5,5
2008,Volvo,XC90,3.2 L GEARTRONIC COMFORT 5ST SUV,5,5
2008,Volvo,XC90,3.2 L GEARTRONIC COMFORT 7ST SUV,7,5
2008,Volvo,XC90,3.2 L GEARTRONIC EXECUTIVE SUV,7,5
2008,Volvo,XC90,3.2 L GEARTRONIC PREMIUM SUV,7,5
2008,Volvo,XC90,3.2 L GEARTRONIC PRESTIGE 7ST SUV,7,5
2008,Volvo,XC90,3.2 L GEARTRONIC PRESTIGE SUV,7,5
2008,Volvo,XC90,3.2 L GEARTRONIC SPORT 5ST SUV,5,5
2008,Volvo,XC90,3.2 L GEARTRONIC SPORT 7ST SUV,7,5
2008,Volvo,XC90,4.4 L GEARTRONIC COMFORT 7ST SUV,7,5
2008,Volvo,XC90,4.4 L GEARTRONIC EXECUTIVE SUV,7,5
2008,Volvo,XC90,4.4 L GEARTRONIC PREMIUM SUV,7,5
2008,Volvo,XC90,4.4 L GEARTRONIC PRESTIGE SUV,7,5
2008,Volvo,XC90,4.4 L GEARTRONIC R DESIGN SUV,7,5
2008,Volvo,XC90,4.4 L GEARTRONIC SPORT 7ST SUV,7,5
2007,Alfa Romeo,147,1.6 L SELESPEED TWIN SPARK Hatchback,5,3
2007,Alfa Romeo,147,1.6 L SELESPEED TWIN SPARK Hatchback,5,5
2007,Alfa Romeo,147,2.0 L SELESPEED TWIN SPARK Hatchback,5,5
2007,Alfa Romeo,159,2.2 L MANUAL STD Sedan,5,4
2007,Alfa Romeo,159,3.2 L SELESPEED STD Sedan,5,4
2007,Alfa Romeo,166,3.2 L SELESPEED STD Sedan,5,4
2007,Alfa Romeo,BRERA,2.2 L MANUAL STD Coupe,5,2
2007,Alfa Romeo,BRERA,3.2 L SELESPEED STD Coupe,5,2
2007,Alfa Romeo,GT,2.0 L SELESPEED STD Coupe,5,2
2007,Alfa Romeo,GT,3.2 L SELESPEED STD Coupe,5,2
2007,Alfa Romeo,SPIDER,3.2 L MULTIMODE SPORT Convertible,2,2
2007,Aston Martin,DB9,6.0 L TIPTRONIC STD Coupe,4,2
2007,Aston Martin,DB9,6.0 L TIPTRONIC VOLANTE Convertible,4,2
2007,Aston Martin,VANQUISH,6.0 L MULTIMODE S Coupe,2,2
2007,Aston Martin,VANTAGE,4.3 L  STD Convertible,2,2
2007,Aston Martin,VANTAGE,4.3 L MANUAL STD Convertible,2,2
2007,Aston Martin,VANTAGE,4.3 L MANUAL STD Coupe,2,2
2007,Audi,A3,1.6 L  S-Line Hatchback,5,5
2007,Audi,A3,1.6 L  STD Hatchback,5,5
2007,Audi,A3,1.8 L  S-Line Hatchback,5,5
2007,Audi,A3,1.8 L  STD Hatchback,5,5
2007,Audi,A3,2.0 L  S-Line Hatchback,5,5
2007,Audi,A3,2.0 L  STD Hatchback,5,5
2007,Audi,A3,3.2 L  STD Hatchback,5,5
2007,Audi,A4,1.8 L  S-Line Convertible,4,2
2007,Audi,A4,1.8 L  S-Line Sedan,5,4
2007,Audi,A4,1.8 L  STD Convertible,4,2
2007,Audi,A4,1.8 L  STD Sedan,5,4
2007,Audi,A4,1.8 L MULTITRONIC S-Line Sedan,5,4
2007,Audi,A4,1.8 L MULTITRONIC STD Sedan,5,4
2007,Audi,A4,2.0 L MULTITRONIC S-Line Convertible,4,2
2007,Audi,A4,2.0 L MULTITRONIC STD Convertible,4,2
2007,Audi,A4,2.0 L MULTITRONIC STD Sedan,5,4
2007,Audi,A4,2.0 L S-TRONIC STD Sedan,5,4
2007,Audi,A4,3.2 L TIPTRONIC S-Line Convertible,4,2
2007,Audi,A4,3.2 L TIPTRONIC S-Line Sedan,5,4
2007,Audi,A4,3.2 L TIPTRONIC STD Convertible,4,2
2007,Audi,A4,3.2 L TIPTRONIC STD Sedan,5,4
2007,Audi,A6,2.0 L MULTITRONIC S-Line Sedan,5,4
2007,Audi,A6,2.0 L MULTITRONIC STD Sedan,5,4
2007,Audi,A6,2.4 L MULTITRONIC S-Line Sedan,5,4
2007,Audi,A6,2.4 L MULTITRONIC STD Sedan,5,4
2007,Audi,A6,2.8 L MULTITRONIC S-Line Sedan,5,4
2007,Audi,A6,2.8 L MULTITRONIC STD Sedan,5,4
2007,Audi,A6,3.2 L TIPTRONIC S-Line Sedan,5,4
2007,Audi,A6,3.2 L TIPTRONIC STD Sedan,5,4
2007,Audi,A8,2.8 L MULTITRONIC LWB Sedan,5,4
2007,Audi,A8,3.2 L MULTITRONIC LWB Sedan,5,4
2007,Audi,A8,4.2 L TIPTRONIC LWB TOP Sedan,5,4
2007,Audi,A8,6.0 L TIPTRONIC LWB TOP Sedan,5,4
2007,Audi,Q7,3.6 L TIPTRONIC S-Line SUV,7,5
2007,Audi,Q7,3.6 L TIPTRONIC STD SUV,7,5
2007,Audi,Q7,4.2 L TIPTRONIC S-Line SUV,7,5
2007,Audi,Q7,4.2 L TIPTRONIC STD SUV,7,5
2007,Audi,RS4,4.2 L MANUAL STD Sedan,5,4
2007,Audi,S4,4.2 L MANUAL TOP Sedan,5,4
2007,Audi,S4,4.2 L TIPTRONIC TOP Sedan,5,4
2007,Audi,S6,5.2 L TIPTRONIC TOP Sedan,5,4
2007,Audi,S8,5.2 L TIPTRONIC TOP Sedan,5,4
2007,Audi,TT,2.0 L S-TRONIC S-Line Convertible,2,2
2007,Audi,TT,2.0 L S-TRONIC S-Line Coupe,4,2
2007,Audi,TT,2.0 L S-TRONIC STD Convertible,2,2
2007,Audi,TT,2.0 L S-TRONIC STD Coupe,4,2
2007,Audi,TT,3.2 L S-TRONIC S-Line Convertible,2,2
2007,Audi,TT,3.2 L S-TRONIC S-Line Coupe,4,2
2007,Audi,TT,3.2 L S-TRONIC STD Convertible,2,2
2007,Audi,TT,3.2 L S-TRONIC STD Coupe,4,2
2007,Bentley,ARNAGE,6.8 L  RED LABEL R Sedan,5,4
2007,Bentley,ARNAGE,6.8 L  RED LABEL T Sedan,5,4
2007,Bentley,AZURE,6.8 L  STD Convertible,4,2
2007,Bentley,CONTINENTAL,6.0 L TIPTRONIC FLYING SPUR Sedan,5,4
2007,Bentley,CONTINENTAL,6.0 L TIPTRONIC GT Coupe,4,2
2007,Bentley,CONTINENTAL,6.0 L TIPTRONIC GT DIAMOND Coupe,4,2
2007,Bentley,CONTINENTAL,6.0 L TIPTRONIC GT SPEED Coupe,4,2
2007,Bentley,CONTINENTAL,6.0 L TIPTRONIC GTC Convertible,4,2
2007,Bentley,CONTINENTAL,6.0 L TIPTRONIC MULLINER Coupe,4,2
2007,BMW,116i,1.6 L MANUAL STD Hatchback,5,5
2007,BMW,116i,1.6 L STEPTRONIC STD Hatchback,5,5
2007,BMW,118i,2.0 L MANUAL STD Hatchback,5,5
2007,BMW,118i,2.0 L STEPTRONIC STD Hatchback,5,5
2007,BMW,120i,2.0 L MANUAL STD Hatchback,5,5
2007,BMW,120i,2.0 L STEPTRONIC STD Hatchback,5,5
2007,BMW,130i,3.0 L STEPTRONIC STD Hatchback,5,3
2007,BMW,130i,3.0 L STEPTRONIC STD Hatchback,5,5
2007,BMW,316i,1.6 L MANUAL STD Hatchback,5,3
2007,BMW,316i,1.6 L STEPTRONIC STD Hatchback,5,3
2007,BMW,320Ci,2.0 L STEPTRONIC M SPORT PACK Coupe,4,2
2007,BMW,320Ci,2.0 L STEPTRONIC STD Coupe,4,2
2007,BMW,320Ci,2.0 L STEPTRONIC STD Coupe/Cabriolet,4,2
2007,BMW,320i,2.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,325Ci,2.5 L STEPTRONIC STD Coupe/Cabriolet,4,2
2007,BMW,325Ci,3.0 L MANUAL STD Coupe/Cabriolet,4,2
2007,BMW,325Ci,3.0 L STEPTRONIC STD Coupe,4,2
2007,BMW,325Ci,3.0 L STEPTRONIC STD Coupe/Cabriolet,4,2
2007,BMW,325i,2.5 L STEPTRONIC STD Sedan,5,4
2007,BMW,325i,3.0 L MANUAL STD Sedan,5,4
2007,BMW,325i,3.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,325Xi,2.5 L STEPTRONIC STD Sedan,5,4
2007,BMW,330Ci,3.0 L MANUAL STD Coupe,4,2
2007,BMW,330Ci,3.0 L MANUAL STD Coupe/Cabriolet,4,2
2007,BMW,330Ci,3.0 L STEPTRONIC STD Coupe,4,2
2007,BMW,330Ci,3.0 L STEPTRONIC STD Coupe/Cabriolet,4,2
2007,BMW,330i,3.0 L MANUAL STD Sedan,5,4
2007,BMW,330i,3.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,330Xi,3.0 L  STD Sedan,5,4
2007,BMW,335Ci,3.0 L MANUAL STD Convertible,4,2
2007,BMW,335Ci,3.0 L MANUAL STD Coupe,4,2
2007,BMW,335Ci,3.0 L STEPTRONIC STD Coupe,4,2
2007,BMW,335i,3.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,520i,2.0 L STEPTRONIC EXECUTIVE Sedan,5,4
2007,BMW,523i,2.5 L STEPTRONIC EXECUTIVE Sedan,5,4
2007,BMW,525i,2.5 L STEPTRONIC STD Sedan,5,4
2007,BMW,528i,3.0 L STEPTRONIC EXECUTIVE Sedan,5,4
2007,BMW,530i,3.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,540i,4.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,550i,4.8 L STEPTRONIC STD Sedan,5,4
2007,BMW,630i,3.0 L STEPTRONIC STD Convertible,4,2
2007,BMW,630i,3.0 L STEPTRONIC STD Coupe,4,2
2007,BMW,650i,4.8 L STEPTRONIC STD Convertible,4,2
2007,BMW,650i,4.8 L STEPTRONIC STD Coupe,4,2
2007,BMW,730i,3.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,730Li,3.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,740i,4.0 L  STD Sedan,5,4
2007,BMW,740Li,4.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,750i,4.8 L  STD Sedan,5,4
2007,BMW,750Li,4.8 L STEPTRONIC STD Sedan,5,4
2007,BMW,760Li,6.0 L STEPTRONIC STD Sedan,5,4
2007,BMW,ALPINA,4.4 L  B5 Sedan,5,4
2007,BMW,M3,4.0 L MANUAL STD Convertible,4,2
2007,BMW,M3,4.0 L MANUAL STD Coupe,4,2
2007,BMW,M5,5.0 L SMG STD Sedan,5,4
2007,BMW,M6,5.0 L SMG STD Convertible,4,2
2007,BMW,M6,5.0 L SMG STD Coupe,4,2
2007,BMW,X3,2.5 L STEPTRONIC SI SUV,5,5
2007,BMW,X3,3.0 L STEPTRONIC SI SUV,5,5
2007,BMW,X5,3.0 L STEPTRONIC SPORT SUV,5,5
2007,BMW,X5,3.0 L STEPTRONIC STD SUV,5,5
2007,BMW,X5,3.0 L STEPTRONIC STD SUV,7,5
2007,BMW,X5,4.4 L  STD SUV,5,5
2007,BMW,X5,4.8 L STEPTRONIC EXCLUSIVE SUV,7,5
2007,BMW,X5,4.8 L STEPTRONIC EXECUTIVE SUV,5,5
2007,BMW,X5,4.8 L STEPTRONIC STD SUV,5,5
2007,BMW,Z4,2.5 L  25 Si Convertible,2,2
2007,BMW,Z4,2.5 L  STD Convertible,2,2
2007,BMW,Z4,3.0 L  STD Convertible,2,2
2007,BMW,Z4,3.0 L  STD Coupe,2,2
2007,BMW,Z4,3.0 L STEPTRONIC 30 Si Convertible,2,2
2007,Bugatti,VEYRON,8.0 L DSG STD Coupe,2,2
2007,Cadillac,BLS,2.0 L  COMFORT Sedan,5,4
2007,Cadillac,BLS,2.0 L  ELEGANCE Sedan,5,4
2007,Cadillac,BLS,2.8 L  ELEGANCE Sedan,5,4
2007,Cadillac,BLS,2.8 L  LUXURY Sedan,5,4
2007,Cadillac,CTS,2.8 L  STD Sedan,5,4
2007,Cadillac,CTS,3.6 L  STD Sedan,5,4
2007,Cadillac,DTS,4.6 L  BASE Sedan,5,4
2007,Cadillac,ESCALADE,6.0 L  ESV SUV,8,5
2007,Cadillac,ESCALADE,6.2 L  ESV PLATINUM SUV,8,5
2007,Cadillac,ESCALADE,6.2 L  ESV SUV,8,5
2007,Cadillac,ESCALADE,6.2 L  PLATINUM SUV,8,5
2007,Cadillac,ESCALADE,6.2 L  STD SUV,8,5
2007,Cadillac,SRX,3.6 L  STD SUV,5,5
2007,Cadillac,SRX,4.6 L  STD SUV,5,5
2007,Cadillac,STS,3.6 L  STD Sedan,5,4
2007,Cadillac,STS,4.6 L  STD Sedan,5,4
2007,Cadillac,STS-V,4.4 L  STD Sedan,5,4
2007,Cadillac,XLR,4.6 L  STD Coupe/Cabriolet,2,2
2007,Chery,EASTAR,2.0 L MANUAL STD Sedan,5,4
2007,Chery,QQ,1.1 L MANUAL STD Hatchback,5,5
2007,Chery,TIGGO,2.4 L MANUAL STD SUV,5,5
2007,Chery,WINDCLOUD,1.6 L MANUAL STD Sedan,5,4
2007,Chevrolet,AVALANCHE,5.3 L  LTZ Pick Up Double Cab,5,5
2007,Chevrolet,AVEO,1.4 L  BASE Sedan,5,4
2007,Chevrolet,AVEO,1.4 L  LS Sedan,5,4
2007,Chevrolet,AVEO,1.4 L  LT Sedan,5,4
2007,Chevrolet,AVEO,1.4 L MANUAL BASE Sedan,5,4
2007,Chevrolet,AVEO,1.4 L MANUAL LS Sedan,5,4
2007,Chevrolet,AVEO,1.4 L MANUAL LT Sedan,5,4
2007,Chevrolet,CAPRICE,3.6 L  LS Sedan,5,4
2007,Chevrolet,CAPRICE,3.6 L  LTZ Sedan,5,4
2007,Chevrolet,CAPRICE,6.0 L  ROYALE  NAV Sedan,5,4
2007,Chevrolet,CAPRICE,6.0 L  ROYALE Sedan,5,4
2007,Chevrolet,CAPRICE,6.0 L  SS Sedan,5,4
2007,Chevrolet,CAPTIVA,2.4 L  LS SUV,5,5
2007,Chevrolet,CAPTIVA,2.4 L  LT SUV,5,5
2007,Chevrolet,CAPTIVA,2.4 L MANUAL LT SUV,5,5
2007,Chevrolet,CAPTIVA,3.2 L  LTZ SUV,5,5
2007,Chevrolet,CAPTIVA,3.2 L  LTZ SUV,7,5
2007,Chevrolet,CAPTIVA,3.2 L MANUAL LT SUV,5,5
2007,Chevrolet,CORVETTE,6.0 L  C6 Convertible,2,2
2007,Chevrolet,CORVETTE,6.0 L  C6 Coupe,2,2
2007,Chevrolet,CORVETTE,6.0 L  Z51 Coupe,2,2
2007,Chevrolet,CORVETTE,6.2 L  C6 Convertible,2,2
2007,Chevrolet,CORVETTE,6.2 L  C6 Coupe,2,2
2007,Chevrolet,CORVETTE,6.2 L  GRAND SPORT Coupe,2,2
2007,Chevrolet,CORVETTE,7.0 L  Z06 Coupe,2,2
2007,Chevrolet,CORVETTE,7.0 L MANUAL Z06 Coupe,2,2
2007,Chevrolet,EPICA,2.0 L  LS Sedan,5,4
2007,Chevrolet,EPICA,2.0 L MANUAL LS Sedan,5,4
2007,Chevrolet,EPICA,2.5 L  LS Sedan,5,4
2007,Chevrolet,EPICA,2.5 L  LT Sedan,5,4
2007,Chevrolet,LUMINA,3.6 L  LS Sedan,5,4
2007,Chevrolet,LUMINA,3.6 L  LTZ Sedan,5,4
2007,Chevrolet,LUMINA,3.6 L  S Sedan,5,4
2007,Chevrolet,LUMINA,6.0 L  SS Sedan,5,4
2007,Chevrolet,LUMINA,6.0 L MANUAL SS Sedan,5,4
2007,Chevrolet,OPTRA,1.6 L  LS Hatchback,5,5
2007,Chevrolet,OPTRA,1.6 L MANUAL LS Sedan,5,4
2007,Chevrolet,OPTRA,1.8 L  LS Estate,5,5
2007,Chevrolet,OPTRA,1.8 L  LS Hatchback,5,5
2007,Chevrolet,OPTRA,1.8 L  LS Sedan,5,4
2007,Chevrolet,SILVERADO,4.3 L  1500 REG/CAB WORKTRUCK Pick Up Single Cab,2,2
2007,Chevrolet,SILVERADO,4.8 L  1500 Pick Up Single Cab,3,2
2007,Chevrolet,SILVERADO,5.3 L  1500 CREW/CAB CLOTH Pick Up Double Cab,5,4
2007,Chevrolet,SILVERADO,6.0 L  2500 CREW/CAB Pick Up Double Cab,5,4
2007,Chevrolet,SPARK,0.8 L  LS Hatchback,5,5
2007,Chevrolet,SPARK,0.8 L MANUAL BASE Hatchback,5,5
2007,Chevrolet,SPARK,0.8 L MANUAL LS Hatchback,5,5
2007,Chevrolet,SPARK,1.0 L  BASE Hatchback,5,5
2007,Chevrolet,SPARK,1.0 L  LS Hatchback,5,5
2007,Chevrolet,SPARK,1.0 L MANUAL BASE Hatchback,5,5
2007,Chevrolet,SPARK,1.0 L MANUAL LS Hatchback,5,5
2007,Chevrolet,SUBURBAN,5.3 L  LS SUV,9,5
2007,Chevrolet,SUBURBAN,5.3 L  LT SUV,8,5
2007,Chevrolet,SUBURBAN,5.3 L  LTZ SUV,9,5
2007,Chevrolet,TAHOE,4.8 L  LS SUV,8,5
2007,Chevrolet,TAHOE,4.8 L  LT SUV,8,5
2007,Chevrolet,TAHOE,5.3 L  LS SUV,8,5
2007,Chevrolet,TAHOE,5.3 L  LT1 SUV,8,5
2007,Chevrolet,TAHOE,5.3 L  LTZ SUV,8,5
2007,Chevrolet,TAHOE,5.3 L  Z71 SUV,8,5
2007,Chevrolet,TRAILBLAZER,4.2 L  LS SUV,5,5
2007,Chevrolet,TRAILBLAZER,4.2 L  LTZ SUV,5,5
2007,Chevrolet,TRAILBLAZER,5.3 L  LT SUV,5,5
2007,Chevrolet,TRAILBLAZER,5.3 L  LTZ SUV,5,5
2007,Chevrolet,UPLANDER,3.5 L  LS MPV,7,5
2007,Chevrolet,UPLANDER,3.9 L  LS MPV,7,5
2007,Chrysler,300C,5.7 L  STD Sedan,5,4
2007,Chrysler,300C,5.7 L  W/O SR Sedan,5,4
2007,Chrysler,300C,6.1 L  SRT8 DVD Sedan,5,4
2007,Chrysler,300C,6.1 L  SRT8 Sedan,5,4
2007,Chrysler,CROSSFIRE,3.2 L  LIMITED Convertible,2,2
2007,Chrysler,CROSSFIRE,3.2 L  LIMITED Coupe,2,2
2007,Chrysler,CROSSFIRE,3.2 L MANUAL LIMITED Convertible,2,2
2007,Chrysler,CROSSFIRE,3.2 L MANUAL LIMITED Coupe,2,2
2007,Chrysler,GRAND VOYAGER,3.3 L  LIMITED MPV,7,5
2007,Chrysler,GRAND VOYAGER,3.3 L  LX LTH MPV,7,5
2007,Chrysler,GRAND VOYAGER,3.3 L  LX MPV,7,5
2007,Chrysler,GRAND VOYAGER,3.3 L  SE MPV,7,5
2007,Chrysler,SEBRING,2.7 L  LIMITED Sedan,5,4
2007,Chrysler,SEBRING,2.7 L  TOURING Sedan,5,4
2007,Citroën,C4,1.6 L TIPTRONIC STD Hatchback,5,5
2007,Daihatsu,MATERIA,1.5 L  TOP Hatchback,5,5
2007,Daihatsu,MATERIA,1.5 L MANUAL TOP Hatchback,5,5
2007,Daihatsu,SIRION,1.3 L  STD Hatchback,5,5
2007,Daihatsu,TERIOS,1.5 L  DX 4x2 SUV,7,5
2007,Daihatsu,TERIOS,1.5 L  SX SUV,5,5
2007,Daihatsu,TERIOS,1.5 L  SX SUV,7,5
2007,Dodge,AVENGER,2.4 L  SE Sedan,5,4
2007,Dodge,AVENGER,2.4 L  SXT Sedan,5,4
2007,Dodge,CALIBER,2.0 L CVT SE Hatchback,5,5
2007,Dodge,CALIBER,2.0 L CVT SXT Hatchback,5,5
2007,Dodge,CALIBER,2.0 L CVT SXT TOP Hatchback,5,5
2007,Dodge,CALIBER,2.4 L MANUAL SRT4 Hatchback,5,5
2007,Dodge,CHARGER,3.5 L  SE Sedan,5,4
2007,Dodge,CHARGER,3.5 L  SXT Sedan,5,4
2007,Dodge,CHARGER,3.5 L  SXT TOP Sedan,5,4
2007,Dodge,CHARGER,3.5 L  SXT TOP SUN ROOF NAV DVD Sedan,5,4
2007,Dodge,CHARGER,5.7 L  R/T PREFORMANCE Sedan,5,4
2007,Dodge,CHARGER,5.7 L  R/T Sedan,5,4
2007,Dodge,CHARGER,5.7 L  R/T TOP Sedan,5,4
2007,Dodge,CHARGER,6.1 L  SRT8 Sedan,5,4
2007,Dodge,DAKOTA,3.7 L  STD PICK UP EXT CAB,5,4
2007,Dodge,DAKOTA,4.7 L  STD PICK UP EXT CAB,5,4
2007,Dodge,DURANGO,4.7 L  STD SUV,7,5
2007,Dodge,DURANGO,5.7 L  LIMITED SUV,8,5
2007,Dodge,DURANGO,5.7 L  SLT SUV,8,5
2007,Dodge,NITRO,3.7 L  LIMITED SUV,5,5
2007,Dodge,NITRO,3.7 L  SE SUV,5,5
2007,Dodge,NITRO,3.7 L  ST SUV,5,5
2007,Dodge,NITRO,3.7 L  SXT SUV,5,5
